Ticker,1617.T,1617.T,1618.T,1618.T,1619.T,1619.T,1620.T,1620.T,1621.T,1621.T,1622.T,1622.T,1623.T,1623.T,1624.T,1624.T,1625.T,1625.T,1626.T,1626.T,1627.T,1627.T,1628.T,1628.T,1629.T,1629.T,1630.T,1630.T,1631.T,1631.T,1632.T,1632.T,1633.T,1633.T
ReturnType,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc,cc,oc
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15,0.011572617160675813,0.03266157053509389,-0.012437580354587974,-0.002512562814070307,0.01158950971453998,0.03735144312393901,0.0044289220136135565,0.008000000000000007,-0.0009041844750112826,0.02695167286245348,0.008948715126836593,0.005200594353640398,-0.006999254609983185,-0.004385964912280715,0.012672827506567064,0.005720823798627039,0.005484566218329157,0.022304832713754497,0.014525137774029195,0.031818181818181746,-0.00691442560804445,0.01952085181898844,0.0019193815430103012,0.0009587727708533222,0.016759488316740123,0.005524861878453136,0.016079547810224026,0.0,0.03150510908053983,0.027906976744185963,0.002202711700374893,0.0055248618784529135,0.0195612188944303,0.04432301153612617
2010-01-18,-0.006056589086501418,-0.003373819163292824,-0.012594675456412463,-0.015075376884422065,-0.006546830036980866,0.0016501650165015036,-0.010158625331902815,0.0,-0.007239962677700218,0.01951672862453524,-0.0022174429900807535,0.002971768202080227,-0.00881061245652437,-0.0057445868316393645,-0.008532367741361013,0.014551804423748482,-0.00727279809902226,0.020560747663551426,-0.005506453252293597,0.0033333333333334103,0.006092337475658516,0.009606986899563186,-0.0038314705901869583,-0.003831417624520994,-0.012986943908476545,-0.0005058168942843055,-0.0051239185415468125,0.004469273743016755,-0.013574497104823835,-0.0022883295194507935,-0.015208759082909307,0.0,-0.009883555870078053,-0.004093567251462038
2010-01-19,0.0,-0.0006765899864682456,0.006802752329089223,0.005947323704333041,-0.0049422578953911556,-0.007395234182415833,-0.005772987854478662,-0.005347593582887722,0.0045583130284292395,0.0036429872495447047,-0.014814632140862649,-0.005235602094240899,0.001777900618575412,-0.0026548672566371057,-0.009483724463665522,0.0,-0.011904956137080869,0.0,-0.002569146531991029,0.0,-0.0025953970125122128,0.002608695652173809,-0.0019227027128709828,-0.0038387715930902067,-0.0080971659919028,-0.005580923389142622,-0.0014125270523087652,0.0,-0.014908280998491175,-0.01828571428571424,-0.025843592714950958,-0.02020202020202022,0.0,-0.013325608342989681
2010-01-20,-0.012863873060130593,-0.010183299389002087,0.005067721006681403,-0.007506255212677115,-0.0016557718524909948,-0.012285012285012331,-0.00537654834895418,-0.011576135351736516,0.009981532412802752,0.013661202185792254,-0.006767152269540944,-0.0030188679245283234,-0.01146844406073122,2.220446049250313e-16,-0.0078020804357817886,0.0,-0.004633418004825307,-0.00647548566142464,0.0021538241123235657,0.0,0.003469362041401469,-0.002586206896551646,-0.006743968052819627,-0.0038647342995168366,-0.009693949038211302,-0.02315047810769999,-0.005268846832398144,-0.004459308807134854,-0.0034923421954382583,-0.021714285714285686,0.0,0.0,-0.010569623915931414,-0.012888107791447001
2010-01-21,0.007544484456170508,0.028711484593837433,0.006722524213217618,-0.0008340283569641116,0.009950213144900522,0.03571428571428581,0.009009242096148506,0.032258064516129004,0.0026956115231964173,0.005405405405405572,0.020439230378564766,0.020439061317184093,-0.017570688916625277,-0.007256235827664326,0.0064215663161688585,0.030484160191273313,0.01117287055051186,0.02938388625592414,0.010136877036453162,0.0,0.005185999314763379,0.006926406926407003,0.005819828091595536,0.03286852589641431,0.004636929870938333,0.020942408376963373,0.003146758232371649,0.0,0.0163549716740794,0.0187353629976581,0.01280623269619463,0.0,0.015430187873984424,0.03508771929824572
2010-01-22,-0.012253100410810291,0.0013802622498273465,-0.02838057095767421,-0.004277159965782706,-0.01946630450286191,0.0,-0.016071488509399656,0.012867647058823595,-0.014336905539173106,-1.1102230246251565e-16,-0.025964522956818725,-0.005303030303030254,-0.006395797592779973,0.0004599816007360147,-0.019141555300247082,0.0,-0.009208037733008378,0.008434864104967188,-0.01071501470821179,-0.0033149171270718814,-0.006018997942200177,0.0017331022530329143,-0.009248233625418267,2.220446049250313e-16,-0.03230790554762253,-0.012041884816753834,-0.0232305748964039,-0.0011415525114155667,-0.009195418085924612,0.0,-0.013775374003099028,0.01631701631701632,-0.023378097219595273,0.0
2010-01-25,-0.009648528681734159,-0.001389854065323215,-0.0025772317814443113,0.009565217391304337,-0.010926758347696963,2.220446049250313e-16,-0.013611629555818516,0.0,0.0009089371334702889,0.005479452054794498,-0.012185881536024512,0.013281250000000133,0.006896639215429712,0.019078641228478244,-0.009461744714682863,-0.009461856889414588,-0.001858492179535376,-0.0018587360594795044,-0.00221736638342529,0.0,-0.004325318326535488,0.009649122807017685,-0.0023456430636866754,-0.0067829457364340096,-0.01006867115890775,0.0026838432635534204,0.00685705604663478,0.01497695852534564,-0.0011599985521677514,0.004667444574095736,-0.004587051862703029,0.011655011655011815,-0.014362643334872582,-0.003026634382566562
2010-01-26,-0.00417549594547284,-0.005559416261292638,-0.009474665965809259,-0.018771331058020424,-0.009515420341827507,-0.015151515151515249,-0.011039524828045377,-0.011039558417663242,-0.0072660868145972834,-0.0018264840182647957,-0.026214208247770987,-0.023201856148491906,-0.02739738442035833,-0.02828467153284664,-0.02208958491702362,-0.022089552238805932,-0.026071011222742357,-0.026976744186046453,-0.011111268176377975,-0.006696428571428603,-0.013032323929134448,-0.008726003490401313,-0.005853395399249783,-0.0029354207436399493,-0.011777301043803368,-0.0273972602739726,-0.013620781814957073,-0.005720823798626928,-0.027874513752742636,-0.02219626168224309,0.0,0.0,-0.01335774363562392,-0.014554275318374721
2010-01-27,0.009783468827941011,0.004867872044506116,-0.00869575834894376,-0.008695652173912993,-0.014529946848582886,-0.0043177892918825345,0.0009300959299016753,0.0,0.010978903890694891,-0.0018066847335141967,-0.03008705211727314,-0.02777777777777779,-0.01596222023539784,-0.01132075471698113,-0.012820585183049404,-0.0018518518518519933,-0.015296192936276376,-0.013409961685823868,-0.004494323742288753,-0.020994475138121582,-0.0008801890482973418,0.0,-0.009813707439685682,0.0,-0.01137602303409746,-0.009229098805646041,-0.0006789468928825038,0.0,0.0,-2.220446049250313e-16,-0.028801950759351436,-0.008235294117647007,-0.009230734310140765,-0.020681265206812682
2010-01-28,-0.0006920485664188014,0.0055710306406684396,0.012280690593597487,0.013169446883230851,0.013009424201924968,0.004299226139294898,-0.0009292316553209945,0.004672897196261738,0.002715008293382004,0.0072727272727273196,-0.002449025595823495,-0.03015873015873005,-0.006679426630005536,-0.015137180700094621,0.006802809142633759,0.0024630541871921707,0.026213432798238623,0.015369836695485084,0.004525896139743635,0.0,-0.00616727581594656,-0.001769911504424737,0.0039642484659905275,0.0,0.0071233644465173995,-0.0021715526601520097,0.005285629338835918,0.0,-0.004778980101561747,-0.004778972520908087,-0.0021114403323122533,0.0,0.01801249464189625,0.011728395061728403
2010-01-29,-0.00415507916961988,-0.001388888888888773,-0.012131704879598249,-0.007832898172323688,-0.011130140093652652,-0.0017286084701814142,-0.015814153257840968,-0.005639097744360888,-0.02075822931397009,-0.010036496350365076,-0.011456392115431147,-0.009023789991796538,-0.010566678227442394,-0.018580276322058054,-0.01658481488799257,-0.009282178217821846,-0.019867609721678336,-0.004803073967339033,-0.017988596764341058,0.0,-0.004432684476578519,-0.007950530035335746,-0.015794760935507912,-0.007960199004975133,-0.010337474853837958,0.0005500550055006492,-0.0022909670276933802,0.0023014959723819395,-0.0012005817222888737,-0.004784688995215447,-0.009771616609924205,-0.019999999999999907,-0.026845600065134145,-0.012383900928792602
2010-02-01,0.015298740692389456,0.006202618883528688,-0.016666574174599713,-0.004440497335701621,-0.013852674034277368,0.0035242290748898064,-0.007561143112775226,0.002865329512893977,0.015668521779935274,0.01848428835489835,0.0016555604981702832,0.02195945945945943,0.012135838486474482,0.017569546120058455,-0.011867531762566608,-0.00877192982456143,-0.001930575263972445,0.004859086491739495,0.01070934768011611,0.0,-0.00890484130497593,-0.004472271914132242,-0.009026869068611942,-0.0050352467270896595,-0.019241265849969102,-0.007786429365962189,-0.001148045305594092,0.005780346820809079,0.003605875080973542,0.004813477737665606,-0.015606168615927896,-0.012048192771084265,-0.025078394147316607,-0.015822784810126556
2010-02-02,-0.000684764956708217,-0.00950441276306857,0.034790556991381116,0.013986013986013957,0.014925135787939414,2.220446049250313e-16,0.013333369331923972,0.0037735849056603765,-0.003629984076131354,0.0018248175182480342,0.011570185918150289,0.011570247933884392,0.005275814564300596,-0.0009532888465205724,0.016434756987931065,-0.008631319358816225,0.01740824107275274,0.00766283524904221,0.00864870114145333,0.004509582863585049,0.003594260951155226,0.010859728506787514,0.008097017221889047,-0.002004008016032066,0.04260105394046443,0.0219780219780219,0.003448231641177024,-0.013559322033898313,0.003592720705815733,-0.003567181926278251,0.024390388922576944,-0.010600706713780883,0.015434068687199654,0.005092297899427223
2010-02-03,0.004112447928502849,0.0020519835841312783,0.03448250863386271,0.01781170483460559,0.016436105145468005,-0.00423728813559332,0.015977180024598026,0.01217228464419473,0.01092878916213258,0.005434782608695787,-0.012254895900265295,-0.013866231647634564,0.0019083746151147274,-0.0066225165562914245,0.01430344330500688,0.001842751842751733,0.0076046369141204995,0.0,0.002256029115422331,0.0,0.007161817569325102,0.005361930294905948,0.011044152524067652,-0.003956478733926794,-0.001613053643958473,-0.01485411140583559,0.012600318652313813,-0.001129943502824804,0.0047733767474118505,0.0023809523809523725,-0.008333548147767544,-0.0035885167464114742,-0.0019000185538224912,0.0006349206349205438
2010-02-04,0.0034130906862073207,0.0,-0.0033330913763509606,-0.004991680532445919,0.0,0.0008517887563883608,0.0018502093243846218,0.0,-0.003603468418232336,-0.004500450045004434,-0.023159930434915266,-0.019102990033222578,-0.018095295687223456,-0.018095238095238053,-0.009809895726310858,-0.014041514041513992,-0.01603797088887171,0.0,-0.0016572100270839663,0.0,0.016888907800175268,0.014184397163120588,0.0,-0.007881773399014858,-0.025309563750730124,-0.027926960257787403,0.005656013314777608,-0.006703910614525133,-0.026128307233146297,-0.028436018957345932,-0.012004831163206164,-0.017899761336515607,-0.001268966105300362,-0.0006349206349206549
2010-02-05,-0.012245021530092104,0.008333333333333304,-0.011705800719615578,0.011120615911035081,-0.015319223519895009,0.004340277777777901,-0.02123714489336359,0.006647673314339908,-0.018083214426285243,-0.0018382352941176405,-0.007620500293523236,-0.013468013468013407,-0.025218254685583474,-0.032258064516129115,-0.027244458865643972,0.001913265306122458,-0.02588660805516585,0.0029615004935834577,-0.019662939863654638,-0.01797752808988773,-0.009615307549633911,-0.0017621145374449032,-0.012909349822703975,0.001007049345417954,-0.019337092489215224,0.0028248587570620654,-0.0056242027491434365,0.0022675736961452753,-0.010975627527119558,0.0265822784810128,-0.027946579825559814,-0.04420549581839894,-0.025412837237821506,-0.027883396704689534
2010-02-08,-0.023416042551188676,-0.01868512110726639,-0.01522849398760151,-0.00512820512820511,-0.013828862118936858,-0.00954861111111105,-0.0037737279511217414,0.0,-0.0046040598072981664,-0.0009242144177449285,-0.015358343937577734,-0.015358361774744034,-0.0059700799984457875,-0.006958250497017926,-0.010184555893352432,-0.010184595798854335,-0.01673241728269137,-0.01382033563672258,-0.0034324672347680885,-0.005707762557077611,-0.001765459197534791,0.0008849557522123686,-0.00804852812551582,-0.0030333670374115274,-0.007887245005693377,0.0,-0.009049904769103834,0.0034364261168384758,-0.0024658906444006146,0.004968944099378758,-0.003749892898613383,0.0,0.003911128141652398,-0.002590673575129543
2010-02-09,-0.0028209034777640918,-0.02145328719723183,-0.005154728689733878,0.0025974025974024872,0.00438239777872762,0.006145741878841093,-0.009469590418708762,-0.0028598665395614953,-0.014800978732163683,0.0028248587570620654,0.01819747934029059,0.023519163763066064,-0.0030029275777827547,-0.0030030030030030463,0.0006428623452114923,0.003870967741935516,-0.00500480004334436,-0.01875616979269501,-0.008036652655989074,0.0,-0.007957353579545634,-0.0008904719501334757,-0.008113572317677842,0.0,0.005110652566171048,0.0096976611523103,-0.018264834584718392,-0.0011614401858305312,0.00370808201045314,0.012468827930174564,-0.0037640974856357756,0.002525252525252597,-0.016882880025556157,-0.009162303664921434
2010-02-10,0.006365077510492867,0.0014074595355384467,0.01208986559576064,2.220446049250313e-16,-0.003490567129053601,0.0017543859649122862,0.008604002710690395,0.000948766603415363,-0.004694843498124657,0.0,0.0,-1.1102230246251565e-16,0.0023441752077975053,0.0,0.009640288612835057,-0.004435994930291565,0.011066192502832584,-0.006916996047430901,0.0011572345460035827,-0.0136830102622576,0.0026737269841701217,0.006261180679785205,0.0040901016025785,0.0,0.0033899096694318676,-0.00615556799104644,0.0005348140052310324,0.0,-0.002463262600716387,0.0,-0.0029093448050387938,0.0,0.010567839118392097,-0.007138221933809197
2010-02-12,0.0007026587248231131,0.002111189303307448,0.0025596398453828773,0.0034158838599487318,0.02189144929547271,0.0,0.004739575690678066,0.0,0.0113206993025452,0.0018691588785046953,-0.0017020576664718012,-0.02168473728106768,0.012846365194909337,0.0,0.007001917936197755,-0.01001251564455563,0.008955283498329969,0.007952286282306265,0.009248716039750304,0.0,0.006222095488377377,-0.0008826125330980705,-0.00407344081576988,0.0030769230769231992,0.024211552014534066,0.006084070796460228,0.008762891530242678,0.0,0.0,-0.0036900369003690647,0.007970382963647271,-0.0024999999999999467,0.007843322120397955,0.002600780234070177
2010-02-15,-0.0028090175267984074,0.0,-0.00851054637217874,-0.005123825789923209,-0.005552699459695942,0.0,-0.004717218078545304,-0.004716981132075526,-0.008395634921729012,-0.0065420560747663226,-0.01108245245596684,-0.011925042589437718,-0.01647614647034501,-0.00649350649350644,-0.0025854351035740075,0.0,-0.0049309866488262966,-0.004930966469427922,-0.004146523449036987,0.0,0.0012104470617442242,0.0,0.0040901016025785,0.0,-0.004947619825974026,-0.01038819026790605,-0.006624419310792273,0.0,-0.012345496887092411,-0.0037359900373598043,0.03007504204942424,0.023661270236612797,-0.008430717888540551,-0.0006535947712418277
2010-02-16,-0.00985916687687094,0.0,0.024892651223877627,0.011864406779660941,-0.0005600706115349574,0.0,-0.003791380159581026,0.0,0.0009409455783249143,0.0,0.008620332454785995,0.008620689655172376,0.0,0.0,0.006394529047387021,0.0,-0.0019823475183273764,0.0019900497512437276,0.0018632243634877366,0.003456221198156584,0.0032026982388573266,-0.0017559262510974394,-0.00020360018958265336,0.0,-0.0055248614507650284,-0.0027700831024930483,-0.003769425417950556,-0.0011627906976743319,0.0,-0.0012484394506866447,-0.027980316260089455,0.0,0.003270200823181524,-0.003896103896103953
2010-02-17,0.014936142168893829,0.005637773079633535,0.010050232748081589,0.01005025125628145,0.020803932752003318,0.0,0.019980851332314753,0.0065727699530517825,0.01409764387828849,0.0,0.01111117817672791,0.0025423728813560587,0.039215762628593165,0.016724053123462923,0.020780802295159884,0.013125000000000053,0.02581957772910659,-0.0009671179883945502,0.013777367249235395,0.002270147559591207,0.008795090693252572,-0.0017406440382942145,0.022611475184170837,0.01722391084093222,0.02777777561551109,0.008724100327153872,0.0151341258824218,0.0,0.015000024894241015,0.011207970112079524,0.023329039131319673,0.0,0.031290709809071116,0.007643312101910826
2010-02-18,0.0028029340800479474,0.0,0.0,2.220446049250313e-16,0.007601518767461846,0.0,0.008395555422692436,0.0,0.0018534982786508891,-0.0036866359447004227,-0.005917190400555494,-0.01589958158995808,-0.0033863747499582875,-0.009139009139009002,0.004935325397743995,0.002461538461538515,0.007744180811879886,0.0038572806171648377,-0.0022650790119029818,0.0022753128555177415,-0.009590366819228535,-0.008726003490401313,-0.008964441676249324,2.220446049250313e-16,-0.004994830518172844,0.0,0.009839287621508985,0.0,0.00246316040761152,-0.012135922330097082,0.005332313779411457,0.0,-0.007585438559781665,-0.017521902377972576
2010-02-19,-0.01257847982413185,-0.0077247191011236005,-0.010779325870068579,-0.013234077750206796,-0.017603067079309476,0.0,-0.01757636146935382,-0.017576318223866738,-0.005550389808664624,-0.005550416281220993,-0.008503541942475379,-0.013536379018612488,-0.01213591681657089,-0.030490709861839105,-0.019030139225387765,-0.016009852216748777,0.0019211944161874328,0.0028846153846155964,-0.015891067338871467,-0.011402508551881407,-0.006161742625468647,-0.0079086115992969,-0.009045078539424933,-0.0030333670374115274,-0.021056362160782216,0.0011111111111110628,-0.01655715940361646,-0.010285714285714342,-0.007371222526247223,-0.014634146341463539,-0.01581501066598001,-0.013414634146341586,-0.03439481638986519,-0.028205128205128216
2010-02-22,0.021231368589523347,0.009090909090909038,0.020117441634870392,-1.1102230246251565e-16,0.020478139804422923,0.0025146689019277524,0.02071584158599693,0.0,0.014883771739969243,-1.1102230246251565e-16,0.022298593221958374,-0.002510460251045954,0.014741881094412435,-0.007211538461538436,0.02127664532544271,-0.0030543677458766405,0.009587660642588647,0.008620689655172598,0.014994300928845128,0.0011376564277587597,0.017714716460857982,0.009666080843585334,0.02028386573989449,0.010040160642570406,0.029411842461095627,0.0037878787878788955,0.024249456920991008,-0.0022497187851520106,0.006188335013660451,0.0012315270935958633,0.018541320410022877,0.0,0.03232194747451089,0.0
2010-02-23,-0.006236981941115882,-0.0006968641114982743,-0.019720711374789923,-0.006661115736885992,-0.010869696206719737,0.0008460236886631556,-0.002767689631255177,0.0,-0.0027498478276665184,0.0,-0.015100594457517325,0.00256191289496166,-0.0014527871524605551,0.0029182879377431803,-0.0036765252599323395,0.0049443757725586845,-0.006647445207167868,0.0,0.0,0.002277904328018332,0.006092337475658516,0.00521739130434784,-0.005964138401370667,0.0,-0.008086252758488177,0.0005437737901032857,-0.006764623860438412,0.0,0.0036899404824604076,0.0049261083743843415,0.0,0.0,0.005111840654445254,0.0
2010-02-24,-0.010460357407260257,0.0,-0.01592627562568716,0.0,-0.006753930562943045,0.0,-0.013875714779748471,0.0,-0.004595656869130327,0.002777777777777768,-0.0008517843645610146,0.011206896551724022,-0.015518968097199104,-0.026378896882493952,-0.012915045517478352,-0.0006226650062266526,-0.01720841918569438,0.0,-0.013636392738409886,0.0011534025374855261,-0.014705979301925187,-0.005240174672489051,-0.005519872503164547,0.0,-0.01684797710279129,-0.007135016465422583,-0.0045399897185035565,0.0,-0.017156890660592228,-0.00987654320987652,-0.0036407595918757085,0.0,-0.018436254237766625,0.0
2010-02-25,0.0014095471060366904,-0.005598320503848897,-0.008517860470960481,-0.011045029736618583,-0.012178527976465459,0.0,-0.007842482954592778,0.0,0.002770161051164566,0.0,-0.01705014896050172,-0.02864363942712711,0.010344847046988237,-0.013942307692307754,-0.012461110781759044,-0.009375000000000022,-0.010700411299458867,-0.011661807580174988,0.0,-0.004587155963302725,0.014925472998918776,0.00521739130434784,0.0035295455444050994,0.0,-0.0016582974668092332,-0.007692307692307665,0.0034207085047757158,0.010332950631458226,0.004987539428814802,-0.004938271604938316,-0.00121793372033685,0.0,-0.005181215488107904,-0.005181347150259086
2010-02-26,-0.004630458701385454,0.0,0.0,-0.004277159965782706,0.0024898790559975126,0.0,0.001295328183019917,0.0,-0.002762508457831103,-0.002762430939226568,0.02428415877586043,0.018981880931837836,0.003900333789457866,0.011296660117878332,0.0012618754502358165,0.004430379746835467,-0.003480682059341489,0.0,0.0011521111230616832,0.0,-0.0008651666736025909,-0.004310344827586188,-0.003997955870480463,0.0,0.008859357696566983,0.006629834254143541,-0.007954601542444317,0.0,0.004962581423625156,0.007462686567164312,0.0,0.0,0.0019529795154726859,0.0
2010-03-01,-0.001003996443701194,-0.004929577464788837,0.01804121900551192,0.0016906170752324368,0.00035232487387104605,0.0008598452278592017,0.0009348283137522451,-0.002822201317027151,0.0,-0.009149130832570962,-0.013547528958614996,0.0008591065292096189,0.00534267147523293,0.004366812227074135,0.004410755209842021,0.0037783375314861534,0.002506250326841819,-0.0019646365422396617,0.005753647592692701,0.005753739930955071,0.006926604998558128,-0.0008591065292096189,0.03018081891792579,0.019920318725099584,0.004939472980357573,-0.0016357688113413094,0.013745665481772473,-0.0033783783783783994,0.016049514756858008,0.011056511056511065,0.012195063303369613,0.012195121951219523,0.01408706132257831,0.0
2010-03-02,0.002830885038322073,-0.0007052186177716191,0.0,0.0,0.006348751878950454,0.0,0.005660475647396579,-0.005597014925373012,0.004616874439863805,-0.0018348623853211565,-0.0025751554529281906,0.0,0.009661801103593382,-0.004761904761904745,0.010664978413631232,-0.0006203473945409765,0.014763838844491062,0.0,0.0011440633233676945,0.0011441647597252302,0.004299079467851241,0.005163511187607606,-0.024414008974458112,-0.005970149253731294,0.004915577128440152,0.0016330974414806576,0.002259970570427594,0.0,-0.008505381552408542,-0.004878048780487698,-0.01807237606215928,-0.003667481662591676,0.0053308681850150474,0.0
2010-03-03,0.0028228042713134283,0.0021156558533146352,0.001687641135915685,0.0025337837837837718,0.004618418099519461,0.0,0.007260543362535454,0.0,-0.00551467958288776,-0.019927536231883924,0.014629809231648583,-0.004222972972973027,0.01913861080449708,0.009000473709142698,0.002482940395720945,0.0031055900621117516,-0.0029099609562556195,0.0,0.009143086060011463,0.010297482837528626,0.0,0.005163511187607606,0.004574801862923472,0.0,0.01521739014555279,0.009184224743381986,0.003382076507936871,0.0,-0.0024508826879271473,-0.006105006105006083,-0.0012268121938358023,0.0,-0.018483036633958783,-0.002590673575129543
2010-03-04,-0.005932376475967116,0.0,-0.00926700538549019,-0.015075376884422065,-0.009942264510698462,2.220446049250313e-16,0.0021046993511304457,0.0,-0.0027725996065331993,0.0,-0.0033927493848658896,-0.00423728813559332,-0.004694743920097499,-0.0018832391713747842,-0.007566571252992427,0.0,-0.007782067448899088,-0.0077821011673151474,-0.010192649724611202,-0.004555808656036553,0.0,-0.005957446808510625,-0.006546976660352866,0.0,-0.009635973581293644,-0.005910800644814529,-0.0056179507886978675,0.0,-0.0024571081560842423,0.0,-0.0036856619970574434,-0.0036855036855036882,0.008441516290620621,0.012385919165580184
